,end_date,count
0,2023-12-02 09:45,2
1,2023-12-02 11:45,2
2,2023-12-04 11:45,4
3,2023-12-04 14:15,7
4,2023-12-04 16:15,6
5,2023-12-05 09:45,2
6,2023-12-05 11:45,8
7,2023-12-05 14:15,3
8,2023-12-05 15:00,8
9,2023-12-05 16:15,6
10,2023-12-07 09:45,8
11,2023-12-07 11:45,6
12,2023-12-07 14:15,1
13,2023-12-07 16:15,3
14,2023-12-08 09:45,3
15,2023-12-08 11:45,5
16,2023-12-08 14:15,2
17,2023-12-08 16:15,6
18,2023-12-08 19:45,2
